date,Pct,50ma,100ma,200ma,MOM_1,MOM_5,Bollinger,MACD,MACD_SIGNAL,MACD_DIFF,cci,adx,trix,atr,RSI,wr_10,Calculated,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust,y
2011-04-04,0.005177993527510916,38.19587467284362,36.30081697730547,34.29245672319742,0.005177993527510916,0.013707571801571339,0.6230030115442332,0.1696075670017052,0.07590659053529267,0.09370097646641254,104.12945351068352,19.542406900671022,0.023499383932211307,0.7168332101448303,0.5771944649189054,13.74407582938922,-0.5569807374843224,0.019720318732258275,0.03146466060306546,0.008327940647444286,0.026707116440295997,0.017298307716755158,0.019462834295928905,0.010472029258826837,0.0461471904551697,1
2011-04-05,0.005179110919291574,38.2260951271839,36.35301623144217,34.32627899717614,0.005179110919291574,0.01762917813407827,0.7473783357065888,0.21136032354410617,0.10299733713705538,0.10836298640705079,117.11294048025724,23.402935999665978,0.04083331998606339,0.7087651624139852,0.59619000178133,8.481257036094114,-0.7187160793390267,0.01834021422981672,0.03001414870386596,0.007636052623835453,0.02797604366657066,0.015943180700250907,0.016512939915034795,0.009243509459341579,0.04929312388898978,1
2011-04-06,0.02275654787462389,38.276599175858586,36.41910562278412,34.36679036208586,0.02275654787462389,0.031152064141442892,1.210676329600189,0.3125850091549367,0.14491487154063165,0.16767013761430505,209.62422883517883,31.5730705635535,0.06625582435613483,0.7270341808923433,0.6672881762703727,3.122884394955987,-0.5803260416077916,0.017913507640182444,0.03141888156328339,0.007170654811290825,0.025573884810614417,0.017013531436566247,0.015853272619850825,0.010740655098296878,0.051572676418817576,0
2011-04-07,-0.005037783375314353,38.321242064924746,36.4865985226619,34.40396829436661,-0.005037783375314353,0.03374660741084745,0.9147586632217136,0.37227227444031996,0.19038635212056934,0.18188592231975062,165.7172693428011,37.72781130810303,0.09275973269820555,0.7254265464641759,0.6398200347003393,15.815079996131603,-0.5475924117699756,0.017887780440478125,0.031966831267518106,0.007316676749069317,0.02423436088919275,0.01597163417615905,0.017714739557905222,0.011221083493625286,0.04950671107917886,0
2011-04-08,-0.011814345991576491,38.35448912285869,36.54547816283765,34.442371355801335,-0.011814345991576491,0.016023677531891822,0.566239257718729,0.3773256436984269,0.2277742104361409,0.149551433262286,103.88588217215472,37.211678056419544,0.11337116944494119,0.7353164120113779,0.5798426564999263,37.956191990791275,-0.606254572959267,0.017922888888160418,0.030802889512113452,0.007503996215677696,0.02488269381723101,0.016019381958921802,0.01662371762049554,0.010559771635503446,0.044595113931555734,0
2011-04-11,0.0004269854825040831,38.39741496111257,36.60844195865108,34.47499932393829,0.0004269854825040831,0.011221406991794192,0.5210818185351181,0.3783229623227271,0.25788396081345816,0.12043900150926895,82.84920811747776,36.84301144807419,0.1288213676390666,0.7139463787917794,0.5813520596547616,37.16543799096371,-0.613022570352524,0.01995650942202672,0.03202979636884509,0.008524252411801376,0.024886833889543252,0.015106264755452249,0.01735303813864383,0.011685553289187404,0.0502156197337239,0
2011-04-12,-0.004694835680740028,38.42997663889843,36.673143663384366,34.51044446207645,-0.004694835680740028,0.0012881064834755485,0.3720583899592946,0.36007349579038106,0.27832186780884277,0.08175162798153829,38.65845226002946,29.407650555399833,0.1379158124459553,0.7144717630492233,0.5576213850571624,55.46013075780648,-0.5602047883267754,0.01703577406346888,0.030384919237655805,0.007035610805950592,0.022777217674243323,0.015430510059171542,0.018032087379193575,0.009329254722950044,0.04756076786602985,0
2011-04-13,-0.00836192109777223,38.439478673518295,36.730574609578404,34.550403926641245,-0.00836192109777223,-0.02917716204869425,0.12332417172493629,0.3155784753765971,0.28577318932239365,0.02980528605420346,7.797390976433878,22.227029163554118,0.13896432298287303,0.7527021537292788,0.5173082233602881,74.10620920226422,-0.6118729715052047,0.017602421492645272,0.030676400320331962,0.007683880440672795,0.02571149174168837,0.015584132775547354,0.01746743522217381,0.009299361737400603,0.04872256552673536,0
2011-04-14,-0.027675675675689737,38.43551793523549,36.77935309905712,34.58686544680359,-0.027675675675689737,-0.05126582278482006,-0.7615737001547811,0.191480823140175,0.2669147160859499,-0.0754338929457749,-160.28402450768206,25.078685075528906,0.12439319782920878,0.7792154846299733,0.41202463683154067,97.92387543251591,-0.6850187337672512,0.015453361776094425,0.03273076742002635,0.007387254640289015,0.02163748600479514,0.01644034682032733,0.01742993842024888,0.01072187091643524,0.0467367169735608,0
2011-04-15,-0.0017789637536044234,38.430048395708425,36.83496012066321,34.62498601925522,-0.0017789637536044234,-0.04163108454311204,-0.757088906314005,0.08671866609943635,0.23087550608864718,-0.14415683998921083,-156.8446689479782,27.638901369995544,0.10025689090404878,0.7559079790446176,0.4064567508835881,97.97979797978795,-0.6112808548932551,0.016980490322524733,0.035533329316096124,0.007181514273575612,0.02444472453908731,0.02013457638523761,0.017354096706520595,0.011465951623573572,0.049035498153587445,0
2011-04-18,-0.02071730897750812,38.42349407899699,36.89009987332116,34.6602467931723,-0.02071730897750812,-0.06188647033717831,-1.1353469741848803,-0.058571402608436074,0.17298612434923052,-0.2315575269576666,-219.43644379554414,35.80453943643138,0.06415380427123117,0.783390498101145,0.3476430693034001,89.92974238875969,-0.5544542026106608,0.018676446064737423,0.0302917635493059,0.007074743235463162,0.025438551585803344,0.017287517208956358,0.021067391441269866,0.010057787545570946,0.047102972888197155,1
2011-04-19,0.015698362147402056,38.41333296869859,36.94661127481891,34.69632105411692,0.015698362147402056,-0.04266509433964161,-0.7049794447252592,-0.12556287550086154,0.1132763243792121,-0.23883919988007363,-133.2323290883376,37.30688962055896,0.028375545340513498,0.7843473786750632,0.4152579258369878,73.76814988290788,-0.5160588122638885,0.014424397017441257,0.02864409833069068,0.00674458683543402,0.020223414318132942,0.015230525497346237,0.017086362136471262,0.008643187187535465,0.047470826311989935,1
2011-04-20,-0.0020179126138409886,38.39765621197235,37.00786662795497,34.72444435354725,-0.0020179126138409886,-0.03654054054054168,-0.6995166511415298,-0.1826464477641636,0.054091769950536946,-0.23673821771470055,-101.42018166126945,35.36527894708947,-0.005754001827971203,0.7900286133500585,0.4092932224727937,75.87822014050202,-0.478895022841662,0.016448691973228333,0.03197875316440526,0.006643043716256345,0.023910355633936516,0.01736160302349356,0.018225320833800185,0.010943436478468214,0.04757798099819954,1
2011-04-21,0.0026929982046541845,38.39450359290703,37.06671200498534,34.753029276230556,0.0026929982046541845,-0.006448743606849328,-0.5954077368631073,-0.21725980213958707,-0.0001785444674878734,-0.21708125767209918,-80.99508063626234,33.978414180325544,-0.03575774599569301,0.7767323225331257,0.4212173755606559,72.15496368038885,-0.2945403097285326,0.013515998391751877,0.03802422917881561,0.0059336347442864755,0.017871598911474343,0.016900689132321817,0.015353410143396314,0.008320694073750072,0.0459884568317163,1
2011-04-25,-0.001566696508490284,38.38316929332941,37.12921999855409,34.7784495191684,-0.001566696508490284,-0.00623746936956493,-0.5831175354573678,-0.24658609922059327,-0.04946005541810897,-0.1971260438024843,-63.1588905991828,30.582756988651003,-0.06180039686731382,0.7595930640609736,0.415942762108192,71.87499999998435,-0.5540063550592693,0.019763724143689865,0.03155203952362549,0.00792452635091281,0.025710740915254392,0.01818799551104588,0.019512470463462415,0.010496345584920592,0.049595593292791576,1
2011-04-26,0.011432414256881573,38.36303814171129,37.18975588720532,34.804593747606035,0.011432414256881573,0.026387625113741375,-0.3206209370620817,-0.23263004001583454,-0.0860940523376541,-0.14653598767818043,-35.517789700245956,23.101118106574585,-0.07953472801878525,0.754461619442404,0.46819376213292485,58.59374999999615,-0.4374387141537222,0.017184903607102002,0.03281880951212374,0.006677633365578744,0.022846260496026734,0.016687108340806472,0.017224302302343997,0.009100481915461842,0.04685566046103452,1
2011-04-27,0.00842198581559983,38.349781818155634,37.243812887396146,34.82696379107494,0.00842198581559983,0.019034671814848192,-0.13362135580278667,-0.19362021410675112,-0.10759928469147352,-0.0860209294152776,-8.444968206542033,17.494347007645402,-0.08780746978738853,0.7353185984414468,0.5038128514899012,48.697916666665265,-0.516849697245303,0.0200095954566882,0.033427612086620484,0.007866958688469204,0.02592363051384011,0.015991218025037283,0.019257550903701546,0.00961850779861062,0.04612262285164746,0
2011-04-28,0.007692307692314548,38.337724909859155,37.2983055811633,34.851342536665186,0.007692307692314548,0.028949730700172926,0.04055297367983652,-0.13743312540233887,-0.1135660528336466,-0.023867072568692277,26.04725238405419,16.674020101221895,-0.0867129747851164,0.713948409048272,0.5347236012593501,3.3333333333166606,-0.3554763282823794,0.01716528288723613,0.03302705106732736,0.0066494047461864905,0.0224616422413396,0.016538899702915794,0.018840081468918767,0.010559735505344395,0.045038328764216554,0
2011-04-29,-0.004798255179949251,38.30329103821321,37.34849491149721,34.87434097113166,-0.004798255179949251,0.021262309758273368,-0.05873635287732017,-0.1065651813281292,-0.11216587853254313,0.005600697204413932,34.65635852500864,17.02563691560957,-0.08143298803854666,0.7000955401466096,0.5130867458129245,15.662650602416637,-0.43995376037313233,0.014841369812728452,0.03245730609892984,0.006936508175743405,0.020386021535052742,0.017589346257432466,0.01616335534926309,0.00953601632956333,0.0459789180227517,0
2011-05-02,-0.009861932938838747,38.263310793606934,37.40036796553558,34.90152741656872,-0.009861932938838747,0.012777404169463935,-0.2497574943598025,-0.1112744808658519,-0.1119875989992049,0.000713118133352994,25.51617849482,13.064800363141632,-0.07723378251122504,0.7028084456999945,0.47109643186939115,33.73493975901415,-0.495189165226257,0.02318528618933026,0.03327332807676607,0.010033834609765613,0.034362120449105964,0.01843735275549584,0.019991938913201463,0.013336203491726963,0.0501698083165035,0
2011-05-03,0.01637892872950908,38.23274044830851,37.450031452240985,34.93165069488506,0.01637892872950908,0.017730496453890243,0.11151397632212182,-0.06418507747533653,-0.10242709469443122,0.03824201721909469,62.31168819543841,11.688687261613538,-0.06777820703083433,0.7250974709788521,0.538047772887006,6.493506493512522,-0.6720994779366973,0.020059850609310058,0.028014825367938066,0.009268655975747218,0.029402789536918866,0.01272653688988228,0.02314079284346427,0.010318091795621105,0.045532870587580924,0
